amount,hour,day_of_week,merchant_category,previous_amount,time_since_last,timestamp,is_fraud
29.660737198461486,8,0,restaurant,26.624261106536103,3.7502100998710337,2025-08-11 20:06:44.047460,0
13.08891970853653,0,3,restaurant,35.34979060501424,3.077405862334095,2025-08-11 20:06:44.047482,0
72.31247648314405,15,5,grocery,72.8639393366746,0.010148874103594005,2025-08-11 20:06:44.047505,0
26.10820200397075,21,2,retail,3.6079693517590763,2.4908345777970777,2025-08-11 20:06:44.047531,0
6.509293096544583,19,6,restaurant,3.933666516809578,1.6800886111745148,2025-08-11 20:06:44.047554,0
13.900402909280075,22,5,retail,5.7331426486540105,4.73102396501144,2025-08-11 20:06:44.047577,0
1.1001380644043728,0,3,grocery,5.220757320293361,2.5635236061316076,2025-08-11 20:06:44.047600,0
4.029576376374146,13,4,restaurant,19.736553326570835,6.118275013898215,2025-08-11 20:06:44.047625,0
49.85875184796616,2,3,grocery,1.7432835040728016,0.7296936842253956,2025-08-11 20:06:44.047648,0
8.052156438962934,2,1,grocery,5.400431744395277,3.718532985320893,2025-08-11 20:06:44.047673,0
52.07415843344918,22,1,restaurant,4.136289500159345,0.7788413156020866,2025-08-11 20:06:44.047697,0
39.43528830573076,9,6,gas,72.16277591376753,4.03590009473583,2025-08-11 20:06:44.047720,0
20.81965977299835,3,4,online,29.134236329721276,2.421101297023034,2025-08-11 20:06:44.047743,0
28.45842462900162,22,6,online,14.529497916825909,1.1541948408248914,2025-08-11 20:06:44.047766,0
7.0108493790068875,0,1,gas,40.503178163954296,0.7227017601406529,2025-08-11 20:06:44.047806,1
1.012774222334932,7,4,online,18.65335209309022,1.9504392373129857,2025-08-11 20:06:44.047828,0
723.104635742281,22,3,retail,76.96984781308889,2.5076928396934037,2025-08-11 20:06:44.047851,0
17.102220130229515,18,3,gas,7.491602407600707,0.05135521908294876,2025-08-11 20:06:44.047875,0
6.310856368088291,0,6,gas,64.15498077025842,0.19715225259148025,2025-08-11 20:06:44.047897,0
30.162294659292673,4,5,retail,114.98556583536511,0.569322584548127,2025-08-11 20:06:44.047920,0
134.33903597172184,13,3,retail,6.003427369451472,0.746228112908024,2025-08-11 20:06:44.047943,0
8.812054722808439,4,6,gas,36.48117063408504,2.016229072081824,2025-08-11 20:06:44.047965,0
16.56648668333484,18,1,grocery,7.647166818703239,2.303796836328238,2025-08-11 20:06:44.047991,0
47.07078589779553,1,0,online,14.128326184213256,5.634510910774304,2025-08-11 20:06:44.048014,0
1.1664145147657952,0,0,retail,43.83974217937104,5.676254292465998,2025-08-11 20:06:44.048037,0
38.822140299322015,9,2,online,10.929899545542698,0.48309656749804153,2025-08-11 20:06:44.048060,0
10.721345686102177,17,2,grocery,10.89802111225271,0.97355626272007,2025-08-11 20:06:44.048082,0
3.715719721234063,18,0,online,43.900266045038194,0.8564542297293073,2025-08-11 20:06:44.048105,0
39.36877585306921,3,1,retail,11.260131670938357,3.288418366486839,2025-08-11 20:06:44.048129,0
19.465576717395248,17,0,retail,13.699062273597258,2.2778986759631397,2025-08-11 20:06:44.048152,0
5.5073156007369715,16,0,online,26.858812769357375,0.7714708523290166,2025-08-11 20:06:44.048174,0
14.029507683044374,11,4,grocery,28.616249221009614,0.8767159629157907,2025-08-11 20:06:44.048197,0
23.461296985310646,19,2,gas,15.92095258174844,1.1900293272457152,2025-08-11 20:06:44.048220,0
4.441419034515124,20,3,retail,3.6176020427532993,3.1176620636974834,2025-08-11 20:06:44.048242,0
19.719930813588704,6,5,gas,4.966650297706935,4.373237328441602,2025-08-11 20:06:44.048265,0
5.822642548392982,11,0,gas,8.834055170027657,4.03283891917257,2025-08-11 20:06:44.048288,0
13.63136512056413,7,1,grocery,39.7846961755083,2.44999950626001,2025-08-11 20:06:44.048311,0
113.46920830106804,6,0,retail,7.5580881607853865,0.9440419992382513,2025-08-11 20:06:44.048334,0
0.9459042767118818,18,6,restaurant,58.558852872931546,1.0390671455544722,2025-08-11 20:06:44.048358,0
218.16171037651057,7,4,grocery,19.5239507297481,2.2853755595019445,2025-08-11 20:06:44.048382,0
8.938626669633333,16,0,grocery,2.9447925317776806,6.605740212503822,2025-08-11 20:06:44.048415,0
28.110374927979212,4,3,restaurant,12.336870754470981,0.15686286497759078,2025-08-11 20:06:44.048438,0
9.896525281082365,14,6,grocery,6.985376232633404,1.7556517236115112,2025-08-11 20:06:44.048464,0
17.0066100772506,20,1,online,32.34013816751661,0.9829232571719551,2025-08-11 20:06:44.048486,0
6.453617744791189,4,0,online,5.078018757401876,2.3957277638255787,2025-08-11 20:06:44.048509,0
1.1398996410946485,19,4,online,17.504823277390837,0.2858596978077895,2025-08-11 20:06:44.048532,0
251.39551273917178,1,1,gas,2.159085364322723,0.36025016834292156,2025-08-11 20:06:44.048554,0
163.92269943194572,17,6,grocery,7.787905674121332,2.7692179641473342,2025-08-11 20:06:44.048577,0
113.32930769939748,16,4,grocery,8.372808498349254,1.071669872654698,2025-08-11 20:06:44.048601,0
17.065467954450785,5,3,grocery,11.524959118818561,2.7718748454197444,2025-08-11 20:06:44.048624,0
25.78116802013267,20,4,gas,27.318267882296976,0.568304889162293,2025-08-11 20:06:44.048647,0
4.049402567040315,18,4,retail,10.565780401037784,4.21108924368293,2025-08-11 20:06:44.048670,0
0.10890777885108832,2,2,gas,9.316033407500406,1.605508238042975,2025-08-11 20:06:44.048693,0
93.67859954492928,16,6,retail,14.383592288117878,2.435330695595753,2025-08-11 20:06:44.048715,0
10.480585124682895,1,5,gas,8.651142225143472,0.9959637351223014,2025-08-11 20:06:44.048738,0
75.87561390631701,19,0,grocery,10.621945370747717,1.0101602625983594,2025-08-11 20:06:44.048761,0
87.55971914653702,4,4,online,16.957336246042757,3.691477978925347,2025-08-11 20:06:44.048783,0
24.33855218493592,1,4,restaurant,7.528242770149672,0.8357735079759627,2025-08-11 20:06:44.048806,0
0.7692619317756971,15,6,restaurant,92.95751175955999,2.048168102151613,2025-08-11 20:06:44.048829,0
9.292425667784169,2,2,restaurant,4.224016607563388,0.378257034226433,2025-08-11 20:06:44.048852,0
9.066747249812742,21,4,grocery,5.513100492597186,0.8800866595701263,2025-08-11 20:06:44.048878,0
3.229300460461422,14,0,restaurant,3.8178024214252604,0.1260456551203268,2025-08-11 20:06:44.048903,0
72.02630481168958,16,2,retail,6.551121638228325,1.538288963150888,2025-08-11 20:06:44.048926,0
19.052619378540424,22,5,gas,12.891381013679247,0.07474590464295693,2025-08-11 20:06:44.048949,0
72.03147228425843,14,6,restaurant,4.536084314944653,0.22672267708132676,2025-08-11 20:06:44.048973,0
197.4886501886679,14,0,retail,1.0442019851745783,1.660065949322174,2025-08-11 20:06:44.048995,0
1.9333246324669238,12,3,grocery,14.97960280924761,3.1134180647555825,2025-08-11 20:06:44.049018,0
5.414274115486567,14,5,gas,12.142407528352683,1.7663669253082352,2025-08-11 20:06:44.049040,0
0.9887121591418615,4,5,online,35.42635987346025,1.6915634424028392,2025-08-11 20:06:44.049063,0
2.46489359262613,21,4,online,21.390977836173963,0.18398415558524855,2025-08-11 20:06:44.049085,0
66.43515151676331,14,5,grocery,14.086319248189806,2.566725481359342,2025-08-11 20:06:44.049108,0
46.970051466918605,10,1,restaurant,27.98918473532878,0.45902145804702366,2025-08-11 20:06:44.049133,0
52.503141737373966,11,6,grocery,5.393615137224598,0.6811267368730836,2025-08-11 20:06:44.049156,0
3.6374664428261827,3,4,restaurant,15.922650666411782,0.9216294940971714,2025-08-11 20:06:44.049178,0
446.1101981824276,9,3,gas,1.7420467405756024,3.3201412275397972,2025-08-11 20:06:44.049201,0
70.35389641009951,16,0,restaurant,3.936504494304604,1.863325968964248,2025-08-11 20:06:44.049223,0
14.587854656042673,4,5,online,14.289620088094276,0.2654570836722111,2025-08-11 20:06:44.049246,0
25.909091404350455,11,2,restaurant,13.321695131578853,2.5573679221115917,2025-08-11 20:06:44.049268,0
44.60631042326698,2,4,retail,24.44317721951446,2.188427278031938,2025-08-11 20:06:44.049291,0
0.7318645467913678,12,1,grocery,17.475124711718365,1.20277240636501,2025-08-11 20:06:44.049323,0
46.00728385009318,5,0,grocery,16.37163805753863,4.596679699101167,2025-08-11 20:06:44.049348,0
69.69359165902539,7,2,restaurant,1.3349110908125161,0.8093781763165493,2025-08-11 20:06:44.049376,0
79.3808296088439,19,6,retail,36.24722808272993,2.7054167646061247,2025-08-11 20:06:44.049398,0
69.5628204438303,22,0,online,33.444754597520145,2.8748274317195577,2025-08-11 20:06:44.049421,0
11.925868917756894,5,4,online,27.914288339119143,1.8524693794614495,2025-08-11 20:06:44.049444,0
2348.807909056953,14,3,online,14.617809362035288,0.024556282287411423,2025-08-11 20:06:44.049466,0
147.77012323847032,10,2,retail,89.95568914440643,6.392018271842957,2025-08-11 20:06:44.049489,0
3.432612687740542,22,6,gas,6.170244181895573,0.33293910025700135,2025-08-11 20:06:44.049511,0
26.332298424946508,0,6,online,171.32658406570863,0.21564411715214862,2025-08-11 20:06:44.049534,0
8.133800593830866,8,5,restaurant,44.78392097364103,5.447353771524949,2025-08-11 20:06:44.049557,0
17.543061294798896,13,4,retail,26.604310927933504,0.41237838309981184,2025-08-11 20:06:44.049579,0
9.873562306266972,21,6,restaurant,31.559763996808194,1.0183296868180272,2025-08-11 20:06:44.049610,0
15.847125891775427,19,0,retail,7.949578672186391,0.24268013392134902,2025-08-11 20:06:44.049635,0
97.28795610805702,5,1,gas,9.512742818718346,5.0131937815270025,2025-08-11 20:06:44.049658,0
10.327189363626708,18,5,grocery,13.232235811739242,1.085752432512014,2025-08-11 20:06:44.049680,0
56.68688259093401,1,5,gas,24.43963903633061,7.4215398786516396,2025-08-11 20:06:44.049718,1
610.9269779045615,21,3,retail,2.3885760405359,0.7121956831785976,2025-08-11 20:06:44.049741,0
5.439586399808542,18,2,restaurant,2.4303586045415537,1.2630953047236062,2025-08-11 20:06:44.049764,0
2.338330331899367,15,2,gas,52.74082141048165,2.5039409637205363,2025-08-11 20:06:44.049786,0
768.7544386678629,16,1,restaurant,85.6040500418304,0.401610172417251,2025-08-11 20:06:44.049809,0
2.432044977384554,13,1,online,5.596734554576708,7.719946378067403,2025-08-11 20:06:44.049835,0
125.62546990101106,2,6,restaurant,1.3849671707286506,1.807978313442067,2025-08-11 20:06:44.049858,0
67.9546719913359,18,0,online,1.857642537231027,0.20948006696974264,2025-08-11 20:06:44.049880,0
68.08765111871367,23,5,restaurant,4.75685257325469,5.779494026961051,2025-08-11 20:06:44.049912,0
13.280352024912702,22,1,gas,4.231128526314446,0.4661005604796304,2025-08-11 20:06:44.049935,0
1.641041730815082,1,0,retail,71.1426441623335,0.6006525042945571,2025-08-11 20:06:44.049957,0
144.5535117347026,11,3,retail,2.1104326061025542,2.9729766988240747,2025-08-11 20:06:44.049980,0
83.47724843476382,2,3,gas,8.491048753142863,0.3019089962460417,2025-08-11 20:06:44.050003,0
18.983077916914613,13,6,grocery,36.71927722033611,1.436756265173863,2025-08-11 20:06:44.050025,0
74.04038298305785,6,0,restaurant,35.06224580036983,0.28376366109057327,2025-08-11 20:06:44.050048,0
31.373402137754148,4,2,gas,22.70987453546456,3.375387409544405,2025-08-11 20:06:44.050071,0
6.42721249872953,4,0,gas,12.14174032950598,0.22539412513353088,2025-08-11 20:06:44.050093,0
10.629962368043183,5,2,gas,6.383973046997183,2.187468458815025,2025-08-11 20:06:44.050119,0
1.2695831941271591,13,1,online,3.3886209298285417,0.40759117403436174,2025-08-11 20:06:44.050144,0
25.04844485718927,20,2,restaurant,9.751864795794985,2.5391279732773735,2025-08-11 20:06:44.050167,0
47.51048572589393,1,6,retail,2.1094479582413057,0.6291782781452088,2025-08-11 20:06:44.050200,0
3.1647143899465027,19,2,grocery,14.086639248539825,1.8168576799751204,2025-08-11 20:06:44.050223,0
112.60768788363839,20,0,grocery,6.030461699408744,1.0647576368860392,2025-08-11 20:06:44.050245,0
63.55940017905976,6,2,restaurant,60.41504885538095,0.0046842625503244265,2025-08-11 20:06:44.050268,0
12.658406943863998,16,4,grocery,6.303478210947373,1.1812020255817444,2025-08-11 20:06:44.050291,0
26.22076099578982,23,2,retail,3.204819085796104,2.575457729575248,2025-08-11 20:06:44.050317,0
21.319295269837344,17,0,online,12.321534192646334,8.791116834810659,2025-08-11 20:06:44.050340,0
38.26085568248439,22,1,retail,14.994563276417098,0.7504194752248665,2025-08-11 20:06:44.050363,0
34.339262051167616,18,1,restaurant,6.771553861541395,1.2857228103969165,2025-08-11 20:06:44.050388,0
20.957101531836965,17,2,gas,12.550445205566845,2.1006007659390784,2025-08-11 20:06:44.050419,0
77.74093946712247,12,1,restaurant,1.6291884327277566,0.8306520261371341,2025-08-11 20:06:44.050442,0
13.578112484017195,14,0,online,13.943099422405147,0.7676592140803179,2025-08-11 20:06:44.050465,0
340.3381677349301,0,3,gas,16.16797130657718,0.0004751035781535013,2025-08-11 20:06:44.050512,1
10.417650127481211,2,2,online,3.7197814061788232,0.18542262293007802,2025-08-11 20:06:44.050535,0
19.36726132876031,15,3,grocery,6.992065463032333,1.0817683871822836,2025-08-11 20:06:44.050558,0
214.72501695120383,16,2,retail,7.222058137272368,0.677218212835652,2025-08-11 20:06:44.050580,0
4.453938896156703,15,0,retail,5.653090772095735,1.116439493784204,2025-08-11 20:06:44.050603,0
205.5626264768565,11,2,gas,4.489071822156844,0.5994624836336174,2025-08-11 20:06:44.050626,0
30.295787535771453,13,2,retail,12.811030053117046,2.720105978074765,2025-08-11 20:06:44.050648,0
16.058146009625446,21,4,restaurant,6.300232821756472,0.5244700561039253,2025-08-11 20:06:44.050673,0
9.24145668978462,16,1,restaurant,6.69308968226405,3.2265875447319727,2025-08-11 20:06:44.050697,0
3.0840306930855483,8,2,online,21.573823323120166,0.38206739315237065,2025-08-11 20:06:44.050719,0
169.14500621734337,16,2,restaurant,6.88437056124525,0.5067355079392861,2025-08-11 20:06:44.050742,0
689.5674710936595,13,4,gas,31.11961418461244,0.9924316243406944,2025-08-11 20:06:44.050773,0
15.310117610659521,2,0,gas,2.092032869255084,3.3163749394672246,2025-08-11 20:06:44.050799,0
53.93698436889667,1,3,restaurant,90.9404174491591,1.3698649678353072,2025-08-11 20:06:44.050822,0
9.24038037974873,16,1,retail,15.237933617139769,1.7949761531761497,2025-08-11 20:06:44.050844,0
9.639226205123652,1,2,retail,34.61063057993355,4.217822870880717,2025-08-11 20:06:44.050867,0
48.71476885572424,0,2,restaurant,36.918160357243835,0.8129578799598373,2025-08-11 20:06:44.050890,0
32.35303240000444,6,4,restaurant,6.49143393720237,1.252734878554629,2025-08-11 20:06:44.050913,0
8.909795713278003,6,6,gas,23.07825993276948,3.5691805940244477,2025-08-11 20:06:44.050936,0
14.316740668044975,12,5,restaurant,12.224165254368915,1.9983314981781268,2025-08-11 20:06:44.050961,0
62.17521226127387,23,4,restaurant,3.15740847428885,0.666315725606137,2025-08-11 20:06:44.050984,0
18.734550583507954,1,6,online,8.759030846498257,5.377321951137103,2025-08-11 20:06:44.051007,0
10.281535105159776,16,3,grocery,14.792051754539592,0.8489382630227224,2025-08-11 20:06:44.051030,0
9.7747467582968,17,5,retail,13.84331849871772,2.0858271920166493,2025-08-11 20:06:44.051061,0
1.5563914927504245,10,0,restaurant,48.56506447544697,0.002060020247963,2025-08-11 20:06:44.051084,0
16.954144669296856,3,0,restaurant,3.5789338536304616,0.3573535849091114,2025-08-11 20:06:44.051107,0
53.14130522741228,19,1,online,32.69783602986185,0.6383716973474793,2025-08-11 20:06:44.051130,0
53.26618845527113,15,4,restaurant,11.03226472406524,2.8550168519634997,2025-08-11 20:06:44.051153,0
1.258400346728216,5,6,gas,6.912494612686061,0.06325809819111,2025-08-11 20:06:44.051176,0
3.073112414135349,14,3,restaurant,51.61253679255411,0.4104243565216768,2025-08-11 20:06:44.051198,0
33.58528483047877,14,2,gas,19.23541707605583,1.9681775008471276,2025-08-11 20:06:44.051221,0
102.35645401336276,0,6,grocery,24.75441254049884,2.3139576298894227,2025-08-11 20:06:44.051260,1
2.618477926602993,21,5,retail,8.8808931470006,3.1946145800639236,2025-08-11 20:06:44.051286,0
10.285394201499125,7,4,gas,1.8412768460990052,1.0068563843102956,2025-08-11 20:06:44.051309,0
124.30429026255528,5,0,restaurant,25.58700456775881,0.22170710161909227,2025-08-11 20:06:44.051338,0
19.977291258144195,21,3,online,3.8252939377917285,2.9904757832802513,2025-08-11 20:06:44.051365,0
93.19665281372914,0,4,online,13.350925905971382,0.7774953591746244,2025-08-11 20:06:44.051389,0
79.75459077313799,9,6,online,21.168708671748647,2.023568229408261,2025-08-11 20:06:44.051412,0
304.2866504386313,7,1,online,17.425344531293312,0.8293654982928672,2025-08-11 20:06:44.051437,0
59.43510383325074,0,1,restaurant,31.50497503559953,0.17030979977791233,2025-08-11 20:06:44.051475,1
4.274365326350338,22,4,restaurant,7.175710365960906,0.042163614350775744,2025-08-11 20:06:44.051498,0
2.8099550442702164,23,0,restaurant,40.38445577287999,0.4451435569377867,2025-08-11 20:06:44.051520,0
9.45568762662585,14,0,online,15.053265891044278,6.47716503936792,2025-08-11 20:06:44.051543,0
109.60458259046385,4,3,online,9.255819647988112,8.788127783033008,2025-08-11 20:06:44.051566,0
1.9295555818063068,20,1,online,90.17363618021598,4.619256959240749,2025-08-11 20:06:44.051588,0
1.7342439924014865,18,1,retail,6.870463529159074,1.9508429153991511,2025-08-11 20:06:44.051612,0
158.41295130363176,2,1,online,26.496591332520957,0.3961291215602891,2025-08-11 20:06:44.051644,0
32.64527705179276,12,0,online,9.10214428069609,1.7974832436430719,2025-08-11 20:06:44.051667,0
304.15519596408905,6,5,grocery,29.509918340020004,6.974316083642288,2025-08-11 20:06:44.051690,0
67.41986363716809,0,3,online,3.5051521918542776,1.2095018443294756,2025-08-11 20:06:44.051713,0
22.538677571436246,9,3,grocery,3.3770676568735456,0.571938473951702,2025-08-11 20:06:44.051735,0
803.0473897004296,23,3,online,28.50905460095107,1.5250456447297707,2025-08-11 20:06:44.051775,1
58.02172587845352,23,3,online,32.14634914323812,0.06957167668208535,2025-08-11 20:06:44.051798,0
3.1392613450894755,4,4,restaurant,22.856806990240724,1.4154450075426903,2025-08-11 20:06:44.051821,0
79.39945561963637,23,6,restaurant,17.227181839417092,2.1984104741311667,2025-08-11 20:06:44.051844,0
105.87659577421907,9,3,gas,4.30636462138922,2.624820355622273,2025-08-11 20:06:44.051867,0
10.098072759208847,14,5,gas,6.727230147778869,7.691654909644757,2025-08-11 20:06:44.051889,0
17.214185035461572,17,0,gas,11.860406328126139,1.6907781841380116,2025-08-11 20:06:44.051920,0
105.45548275294043,18,6,retail,39.92610240273212,1.7216422153907167,2025-08-11 20:06:44.051944,0
4.5492420903596145,5,6,grocery,7.84591182100595,10.022352088138893,2025-08-11 20:06:44.051967,0
12.161056311227611,8,2,online,14.972137623064034,2.897964568883461,2025-08-11 20:06:44.051990,0
16.99156277516255,1,1,retail,26.253883461251547,1.143924993483773,2025-08-11 20:06:44.052012,0
16.037289741886184,21,6,grocery,13.812534174840971,1.9896332344585772,2025-08-11 20:06:44.052035,0
116.43937954486535,18,3,retail,92.60630169794717,0.5424212974639558,2025-08-11 20:06:44.052057,0
2.8871851026186066,10,2,gas,6.679385798551719,1.3880763913150185,2025-08-11 20:06:44.052080,0
154.48406215034507,22,5,online,12.915155569278028,0.3226671610035739,2025-08-11 20:06:44.052118,1
1.7401824235942398,3,6,restaurant,14.453996801437546,3.3531408029703296,2025-08-11 20:06:44.052141,0
13.749073884622256,10,2,online,18.030856309850133,0.8665649586130768,2025-08-11 20:06:44.052163,0
19.095834258904446,15,4,online,4.709830013844927,5.307291010822201,2025-08-11 20:06:44.052186,0
799.242416275532,9,3,gas,32.42382655108767,7.52077141980579,2025-08-11 20:06:44.052218,0
23.03814202588762,6,6,online,45.34964845761018,1.4895689994642,2025-08-11 20:06:44.052240,0
8.149434465208683,9,4,gas,16.773192612675956,1.1051274130212871,2025-08-11 20:06:44.052266,0
41.07935069597637,14,2,retail,1.2499296902101888,3.4206044294154583,2025-08-11 20:06:44.052291,0
13.119337458831794,8,6,gas,18.19582580359556,0.8949897856475059,2025-08-11 20:06:44.052314,0
26.17400949097754,16,1,restaurant,15.885453692039649,0.6426322454683315,2025-08-11 20:06:44.052338,0
12.904492190387147,9,0,gas,42.425180796790094,0.32434143427784284,2025-08-11 20:06:44.052360,0
3.6212171009277636,16,2,online,9.484712465445416,0.48858065337707873,2025-08-11 20:06:44.052383,0
126.07496072467143,10,1,grocery,61.768687561503796,1.805152095078644,2025-08-11 20:06:44.052413,0
32.1874054544534,2,6,retail,12.157134542338365,1.1693640589543508,2025-08-11 20:06:44.052436,0
260.5564547619923,10,6,online,8.064529307315237,1.848743643272532,2025-08-11 20:06:44.052461,0
55.809508697265166,12,5,online,9.267704790866404,4.492237024931178,2025-08-11 20:06:44.052490,0
8.393676536438852,5,0,online,4.416039569004885,3.5659536585500273,2025-08-11 20:06:44.052516,0
9.194718756272474,20,5,gas,14.960727428613064,0.5248844268112925,2025-08-11 20:06:44.052539,0
2.622471395162552,1,6,online,10.083682575927622,1.6319110219359625,2025-08-11 20:06:44.052562,0
13.588884699910821,7,5,online,68.50000664111512,6.522822320284163,2025-08-11 20:06:44.052585,0
143.56894109604755,22,1,grocery,24.39568613555331,0.002474890157716451,2025-08-11 20:06:44.052608,0
0.6044966889675245,22,3,restaurant,7.394250660209537,9.78130992409611,2025-08-11 20:06:44.052632,0
22.40972763381392,20,3,gas,26.577850467470192,4.000317389134433,2025-08-11 20:06:44.052656,0
73.77963448769258,3,1,retail,143.41377096946587,0.8361115840028505,2025-08-11 20:06:44.052694,1
2.0043551523748886,8,0,restaurant,3.70377077037587,0.6561847991914672,2025-08-11 20:06:44.052717,0
39.390176000647955,14,5,online,7.167037412196432,0.46767736767886375,2025-08-11 20:06:44.052742,0
10.403259709198423,23,1,restaurant,39.10704959302995,0.7267637391835735,2025-08-11 20:06:44.052766,0
15.44924855519758,1,2,gas,5.721636354876687,6.308185037444623,2025-08-11 20:06:44.052798,0
58.463769305207315,1,0,retail,13.738823173234039,5.121602897232266,2025-08-11 20:06:44.052821,0
810.2286192145867,21,5,retail,9.0237475196988,6.106618012867942,2025-08-11 20:06:44.052844,0
43.18177433337428,1,4,gas,33.04309829321631,0.5293674363935337,2025-08-11 20:06:44.052866,0
28.869915081776035,13,3,gas,4.620376108193454,3.813649010929447,2025-08-11 20:06:44.052889,0
1.6742255535086994,18,4,restaurant,42.79564488321099,0.47589353722211936,2025-08-11 20:06:44.052911,0
234.91717122125846,23,6,grocery,11.030975720476913,0.37426162602011903,2025-08-11 20:06:44.052934,0
6.3302940164811,15,3,grocery,6.955584775559619,11.42575977359987,2025-08-11 20:06:44.052956,0
38.68327184882294,19,4,online,40.07073529678758,3.7679585436339424,2025-08-11 20:06:44.052979,0
74.8598840830927,2,6,restaurant,23.892512926526983,3.5151555021810665,2025-08-11 20:06:44.053001,0
75.03579486805691,22,1,restaurant,26.106867460027292,3.1245146178268333,2025-08-11 20:06:44.053024,0
276.9570480756237,23,6,retail,26.950910283588996,0.02438966049755524,2025-08-11 20:06:44.053049,0
4.521485771939419,10,6,retail,11.811350818067426,0.20646463217324765,2025-08-11 20:06:44.053081,0
3.3548600900602437,19,3,gas,11.703775561866257,0.9428517928431852,2025-08-11 20:06:44.053104,0
5.407405645576023,20,1,retail,1.2506038209101626,0.21550347728040517,2025-08-11 20:06:44.053127,0
40.3490637620169,1,3,retail,14.391716939708365,5.3276518850327,2025-08-11 20:06:44.053150,0
67.58552282411578,10,6,gas,5.986742553889478,1.1961265342302438,2025-08-11 20:06:44.053173,0
34.802379102115175,22,4,restaurant,9.421982374927916,8.892110155869005,2025-08-11 20:06:44.053195,0
8.113192111965716,7,0,restaurant,11.292994798899977,3.240295700519853,2025-08-11 20:06:44.053221,0
0.5216004608586535,13,3,restaurant,14.669455752096571,5.705529719633401,2025-08-11 20:06:44.053245,0
18.04818797038996,22,4,gas,40.22673701848958,4.583306606793587,2025-08-11 20:06:44.053285,1
19.927455640414202,22,1,gas,24.767531391397714,2.9800571166818353,2025-08-11 20:06:44.053324,1
39.79859690884692,17,1,retail,106.16583417006291,1.286186525408203,2025-08-11 20:06:44.053347,0
19.00753617770054,15,3,gas,4.414023345797079,0.8257877846310165,2025-08-11 20:06:44.053380,0
4.1903581557006175,17,5,online,1.7051335065366287,0.2590818760099047,2025-08-11 20:06:44.053403,0
27.54182648569299,23,4,restaurant,10.333974156004667,0.7622938453941289,2025-08-11 20:06:44.053426,0
11.882096949611912,14,1,retail,21.104257397007427,1.2343714157042285,2025-08-11 20:06:44.053449,0
41.949328576500825,6,6,online,25.40326695552367,0.7715009473693805,2025-08-11 20:06:44.053471,0
